max_err,rmse,a6,a8,a9,a10,y,L,kappa,r21,s19,imput
0.014519999999999977,0.00697109716110954,0.0,2.0,6.0,0.0,16.0,100.0,0.0,0.0,0.0,1.0
0.014519999999999977,0.007570738703621889,0.0,2.0,8.0,0.0,14.0,80.0,0.0,0.0,0.0,1.0
0.014529000000000014,0.008289543618764982,0.0,1.0,6.0,0.0,14.0,80.0,0.0,1.0,0.0,1.0
0.014529000000000014,0.00827393001250625,0.0,1.0,6.0,0.0,14.0,80.0,0.0,1.0,0.3,1.0
0.014530000000000043,0.00755272019184455,0.0,2.0,8.0,0.0,14.0,80.0,0.0,1.0,0.0,1.0
0.014538999999999969,0.008308851598680079,0.0,1.0,6.0,0.0,14.0,80.0,0.0,0.0,0.0,1.0
0.014539999999999997,0.00729981035268622,0.0,1.0,6.0,0.0,16.0,120.0,0.0,1.0,0.3,1.0
0.014539999999999997,0.0075608847757780715,0.0,2.0,8.0,0.0,14.0,80.0,0.0,0.0,0.3,1.0
0.014549999999999952,0.008478247202672796,0.0,0.0,6.0,0.5,16.0,120.0,0.0,1.0,0.0,1.0
0.014549999999999952,0.007556764597708815,0.0,2.0,8.0,0.0,14.0,80.0,0.0,1.0,0.3,1.0
0.014589999999999992,0.008484397623699453,0.0,0.0,6.0,0.5,16.0,120.0,0.0,0.0,0.0,1.0
0.014589999999999992,0.00912940775735205,0.0,2.0,8.0,0.5,14.0,60.0,0.0,0.0,0.0,1.0
0.014599999999999946,0.008460018172644853,0.0,0.0,6.0,0.5,16.0,120.0,0.0,1.0,0.3,1.0
0.014599999999999946,0.007312799894451918,0.0,1.0,6.0,0.0,16.0,120.0,0.0,1.0,0.0,1.0
0.014600000000000057,0.009135692359580014,0.0,2.0,8.0,0.5,14.0,60.0,0.0,1.0,0.0,1.0
0.0146099999999999,0.006991739628807454,0.0,2.0,6.0,0.0,16.0,100.0,0.0,0.0,0.3,1.0
0.014619999999999966,0.007338763600579124,0.0,1.0,6.0,0.0,16.0,120.0,0.0,0.0,0.3,1.0
0.01462999999999992,0.007340801202613781,0.0,1.0,6.0,0.0,16.0,120.0,0.0,0.0,0.0,1.0
0.014639999999999986,0.00698035667665579,0.0,2.0,6.0,0.0,16.0,100.0,0.0,1.0,0.3,1.0
