maxsc,rmse,b1,b7,bs,a6,a8,a9,a10,y,L,kap,e21,e4,s19,s20,e22,bn,p2,rwc
6.763333333333343,0.007969726195399042,dol,dol,dol,-0.01,0.015,0.085,0.03,0.16,0.0,0.004,0.0,0.0,0.0,0.0,-300.0,0.011,0.0,0.0
6.79,0.007988127120225914,dol,dol,dol,-0.01,0.015,0.085,0.03,0.16,0.0,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0
6.79,0.007988127120225914,dol,dol,dol,-0.01,0.015,0.085,0.03,0.16,0.0,0.004,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0
6.80333333333331,0.007991036418202393,dol,dol,dol,-0.01,0.015,0.085,0.03,0.16,0.0,0.0,0.0,0.0,0.0,1.0,-300.0,0.0,0.0,0.0
6.80333333333331,0.007991036418202393,dol,dol,dol,-0.01,0.015,0.085,0.03,0.16,0.0,0.004,0.0,0.0,0.0,1.0,-300.0,0.0,0.0,0.0
6.8316000000000265,0.012971897005678289,dol,dol,dol,0.0,0.0,0.085,0.03,0.26,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.833333333333321,0.007991351487238727,dol,dol,dol,-0.01,0.015,0.085,0.03,0.16,0.003,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0
6.833333333333321,0.007991351487238727,dol,dol,dol,-0.01,0.015,0.085,0.03,0.16,0.003,0.004,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0
6.8399999999999945,0.010371166551050533,dol,dol,dol,0.0,0.015,0.045,0.01,0.16,0.003,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0
6.8399999999999945,0.010371166551050533,dol,dol,dol,0.0,0.015,0.045,0.01,0.16,0.003,0.004,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0
6.843333333333312,0.010370305367124303,dol,dol,dol,0.0,0.015,0.045,0.01,0.16,0.003,0.0,0.0,0.0,0.0,1.0,-300.0,0.0,0.0,0.0
6.843333333333312,0.010370305367124303,dol,dol,dol,0.0,0.015,0.045,0.01,0.16,0.003,0.004,0.0,0.0,0.0,1.0,-300.0,0.0,0.0,0.0
6.846666666666668,0.007993182099394083,dol,dol,dol,-0.01,0.015,0.085,0.03,0.16,0.003,0.0,0.0,0.0,0.0,1.0,-300.0,0.0,0.0,0.0
6.846666666666668,0.007993182099394083,dol,dol,dol,-0.01,0.015,0.085,0.03,0.16,0.003,0.004,0.0,0.0,0.0,1.0,-300.0,0.0,0.0,0.0
6.873333333333324,0.00799364984546182,dol,dol,dol,-0.01,0.015,0.085,0.03,0.16,0.008,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0
6.873333333333324,0.00799364984546182,dol,dol,dol,-0.01,0.015,0.085,0.03,0.16,0.008,0.004,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0
6.876666666666679,0.010354205018037618,dol,dol,dol,0.0,0.015,0.045,0.01,0.16,0.0,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0
6.876666666666679,0.010351391858460735,dol,dol,dol,0.0,0.015,0.045,0.01,0.16,0.0,0.0,0.0,0.0,0.0,1.0,-300.0,0.0,0.0,0.0
6.876666666666679,0.010354205018037618,dol,dol,dol,0.0,0.015,0.045,0.01,0.16,0.0,0.004,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0
6.876666666666679,0.010351391858460735,dol,dol,dol,0.0,0.015,0.045,0.01,0.16,0.0,0.004,0.0,0.0,0.0,1.0,-300.0,0.0,0.0,0.0
6.889999999999989,0.007998062779337385,dol,dol,dol,-0.01,0.015,0.085,0.03,0.16,0.008,0.004,0.0,0.0,0.0,1.0,-300.0,0.0,0.0,0.0
6.893333333333344,0.00800022268671548,dol,dol,dol,-0.01,0.015,0.085,0.03,0.16,0.008,0.0,0.0,0.0,0.0,1.0,-300.0,0.0,0.0,0.0
6.916666666666645,0.01034308131966413,dol,dol,dol,0.0,0.015,0.045,0.01,0.16,0.0,0.0,0.0,0.0,0.0,0.0,-300.0,0.011,0.0,0.0
6.916666666666645,0.01034308131966413,dol,dol,dol,0.0,0.015,0.045,0.01,0.16,0.0,0.004,0.0,0.0,0.0,0.0,-300.0,0.011,0.0,0.0
6.923333333333319,0.010340449202220539,dol,dol,dol,0.0,0.015,0.045,0.01,0.16,0.0,0.0,0.0,0.0,0.0,1.0,-300.0,0.011,0.0,0.0
6.923333333333319,0.010340449202220539,dol,dol,dol,0.0,0.015,0.045,0.01,0.16,0.0,0.004,0.0,0.0,0.0,1.0,-300.0,0.011,0.0,0.0
6.9236000000000075,0.010992165900548674,dol,dol,dol,0.01,0.0,0.045,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.929999999999992,0.009136008655214162,dol,sqrt,dol,0.0,0.015,0.045,0.01,0.12,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9600000000000035,0.009135774089929242,dol,dol,dol,-0.01,0.015,0.14,0.03,0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.962399999999969,0.010883865329859516,dol,dol,dol,0.01,0.015,0.0,0.01,0.2,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.97479999999997,0.010255248741046729,dol,sqrt,dol,0.0,0.015,0.045,0.01,0.12,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.996666666666688,0.01093988899327524,dol,dol,dol,0.01,0.0,0.045,0.0,0.16,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.06333333333331,0.011344127705884098,dol,dol,dol,-0.01,0.0,0.14,0.03,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.063333333333348,0.008820216260891172,dol,dol,dol,0.0,0.0,0.085,0.0,0.16,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.106666666666668,0.0126557291403567,dol,dol,dol,0.0,0.015,0.085,0.01,0.16,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.11666666666666,0.009722613545140426,dol,dol,dol,-0.01,0.0,0.14,0.03,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.123333333333333,0.009748217428691109,dol,dol,dol,0.01,0.0,0.0,0.01,0.16,0.008,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0
7.123333333333333,0.009748217428691109,dol,dol,dol,0.01,0.0,0.0,0.01,0.16,0.008,0.004,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0
